Date,Origin,Price,Commodity,Location,Country,Continent,FOB_Price_Type,Currency/Unit
2010-05-25,HRW 12,197.873979,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-25,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-25,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-25,French 11.5,178.70097,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-25,German 12.5,187.08900000000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-25,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-22,2SRW,193.648258,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-22,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-22,HRW 12,199.527522,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-22,HRS 13.5,232,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-22,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-22,French 11.5,178.85422499999999,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-22,German 12.5,187.3675,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-22,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-21,2SRW,190.9842165,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-21,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-21,HRW 12,197.506525,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-21,HRS 13.5,235,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-21,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-21,French 11.5,173.37936,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-21,German 12.5,181.10399999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-21,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-20,2SRW,188.9632195,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-20,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-20,HRW 12,197.139071,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-20,HRS 13.5,234,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-20,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-20,French 11.5,172.356955,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-20,German 12.5,180.091,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-20,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-19,2SRW,188.4120385,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-19,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-19,HRW 12,195.852982,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-19,HRS 13.5,234,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-19,Argentine 12,244.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-19,French 11.5,172.297125,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-19,German 12.5,180.675,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-19,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-18,2SRW,188.871356,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-18,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-18,HRW 12,196.58789,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-18,HRS 13.5,234,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-18,Argentine 12,244.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-18,French 11.5,171.94905,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-18,German 12.5,180.31,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-18,Black Sea Milling,180.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-15,2SRW,189.78999100000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-15,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-15,HRW 12,196.955344,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-15,HRS 13.5,234,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-15,Argentine 12,245.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-15,French 11.5,165.87135,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-15,German 12.5,178.03500000000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-15,Black Sea Milling,180.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-14,2SRW,188.871356,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-14,US White,180.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-14,HRW 12,199.0682045,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-14,HRS 13.5,217,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-14,Argentine 12,245.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-14,French 11.5,167.536725,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-14,German 12.5,179.82250000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-14,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-13,2SRW,193.464531,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-13,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-13,HRW 12,202.834608,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-13,HRS 13.5,220,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-13,Argentine 12,245.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-13,French 11.5,170.33786999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-13,German 12.5,181.46699999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-13,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-12,2SRW,194.1075755,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-12,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-12,HRW 12,203.753243,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-12,HRS 13.5,220,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-12,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-12,French 11.5,169.97082999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-12,German 12.5,180.482,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-12,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-11,2SRW,193.9238485,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-11,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-11,HRW 12,203.202062,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-11,HRS 13.5,218,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-11,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-11,French 11.5,173.464875,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-11,German 12.5,182.82500000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-11,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-08,2SRW,200.446157,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-08,US White,185.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-08,HRW 12,207.244056,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-08,HRS 13.5,220,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-08,Argentine 12,238.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-08,French 11.5,171.388935,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-08,German 12.5,181.121,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-08,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-07,2SRW,200.3542935,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-07,US White,185.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-07,HRW 12,207.427783,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-07,HRS 13.5,223,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-07,Argentine 12,238.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-07,French 11.5,170.081835,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-07,German 12.5,180.411,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-07,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-06,2SRW,203.569516,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-06,US White,187.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-06,HRW 12,210.183688,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-06,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-06,Argentine 12,238.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-06,French 11.5,169.78262500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-06,German 12.5,177.675,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-06,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-05,2SRW,199.8031125,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-05,US White,186.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-05,HRW 12,206.141694,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-05,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-05,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-05,French 11.5,171.56922,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-05,German 12.5,180.228,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-05,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-04,2SRW,199.8031125,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-04,US White,186.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-04,HRW 12,206.141694,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-04,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-04,Argentine 12,243.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-04,French 11.5,174.33214,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-04,German 12.5,187.72400000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-04,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-05-01,2SRW,198.3332965,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-01,US White,185.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-05-01,HRW 12,204.120697,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-05-01,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-05-01,Argentine 12,238.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-05-01,French 11.5,175.3871,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-05-01,German 12.5,188.86,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-05-01,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-30,2SRW,193.831985,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-30,US White,188.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-30,HRW 12,203.018335,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-30,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-30,Argentine 12,233.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-30,French 11.5,174.529945,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-30,German 12.5,187.93699999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-30,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-29,2SRW,192.63775950000002,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-29,US White,185.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-29,HRW 12,202.650881,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-29,HRS 13.5,223,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-29,Argentine 12,233.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-29,French 11.5,174.524745,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-29,German 12.5,186.517,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-29,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-28,2SRW,192.2703055,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-28,US White,187.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-28,HRW 12,203.018335,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-28,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-28,Argentine 12,233.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-28,French 11.5,173.99956500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-28,German 12.5,186.7545,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-28,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-27,2SRW,191.443534,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-27,US White,187.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-27,HRW 12,202.283427,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-27,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-27,Argentine 12,233.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-27,French 11.5,177.182145,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-27,German 12.5,189.357,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-27,Black Sea Milling,178.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-16,2SRW,194.84248350000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-16,US White,181.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-16,HRW 12,206.876602,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-16,HRS 13.5,218,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-16,Argentine 12,228.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-16,French 11.5,175.23166500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-16,German 12.5,186.921,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-16,Black Sea Milling,172.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-15,2SRW,192.8214865,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-15,US White,180.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-15,HRW 12,204.855605,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-15,HRS 13.5,217,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-15,Argentine 12,228.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-15,French 11.5,175.35342000000003,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-15,German 12.5,187.14200000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-15,Black Sea Milling,175.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-14,2SRW,193.280804,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-14,US White,180.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-14,HRW 12,205.6823765,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-14,HRS 13.5,217,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-14,Argentine 12,227.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-14,French 11.5,172.77740500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-14,German 12.5,184.484,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-14,Black Sea Milling,170.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-13,2SRW,190.2493085,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-13,US White,178.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-13,HRW 12,202.5590175,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-13,HRS 13.5,214,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-13,Argentine 12,222.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-13,French 11.5,171.8632,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-13,German 12.5,181.56,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-13,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-10,2SRW,189.5144005,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-10,US White,178.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-10,HRW 12,201.548519,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-10,HRS 13.5,214,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-10,Argentine 12,222.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-10,French 11.5,169.96765,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-10,German 12.5,178.2125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-10,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-09,2SRW,189.6981275,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-09,US White,178.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-09,HRW 12,207.060329,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-09,HRS 13.5,211,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-09,Argentine 12,222.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-09,French 11.5,168.514395,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-09,German 12.5,176.68875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-09,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-08,2SRW,191.9028515,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-08,US White,180.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-08,HRW 12,209.44878,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-08,HRS 13.5,213,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-08,Argentine 12,227.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-08,French 11.5,167.36895,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-08,German 12.5,176.22,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-08,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-07,2SRW,187.585267,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-07,US White,177.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-07,HRW 12,205.59051300000002,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-07,HRS 13.5,210,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-07,Argentine 12,214.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-07,French 11.5,167.682375,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-07,German 12.5,173.875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-07,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-06,2SRW,183.910727,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-06,US White,174.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-06,HRW 12,202.0078365,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-06,HRS 13.5,208,Wheat,Lakes,USA,North America,Flat,US$/Mt
2010-04-06,Argentine 12,212.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-06,French 11.5,167.89950000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-06,German 12.5,175.5,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-06,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-02,2SRW,184.645635,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-02,US White,173.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-02,HRW 12,199.0682045,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-02,Argentine 12,212.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-02,French 11.5,167.534175,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-02,German 12.5,174.4725,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-02,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-04-01,2SRW,184.645635,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-01,US White,173.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-04-01,HRW 12,199.0682045,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-04-01,Argentine 12,212.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-04-01,French 11.5,167.534175,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-04-01,German 12.5,174.4725,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-04-01,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-31,2SRW,192.545896,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-31,US White,178.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-31,HRW 12,204.120697,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-31,Argentine 12,214.75,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-31,French 11.5,168.854605,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-31,German 12.5,173.05349999999999,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-31,Black Sea Milling,168.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-30,2SRW,189.8818545,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-30,US White,178.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-30,HRW 12,204.120697,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-30,Argentine 12,212.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-30,French 11.5,166.03395,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-30,German 12.5,172.215,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-30,Black Sea Milling,165.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-27,2SRW,189.8818545,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-27,US White,178.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-27,HRW 12,204.120697,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-27,Argentine 12,212.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-27,French 11.5,166.03395,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-27,German 12.5,172.215,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-27,Black Sea Milling,165.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-26,2SRW,189.78999100000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-26,US White,180.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-26,HRW 12,202.74274450000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-26,Argentine 12,212.5,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-26,French 11.5,166.03395,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-26,German 12.5,172.215,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-26,Black Sea Milling,165.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-25,2SRW,193.280804,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-25,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-25,HRW 12,205.8661035,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-25,Argentine 12,213.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-25,French 11.5,164.637265,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-25,German 12.5,172.1505,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-25,Black Sea Milling,165.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-24,2SRW,193.5563945,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-24,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-24,HRW 12,205.77424,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-24,Argentine 12,213.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-24,French 11.5,169.688295,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-24,German 12.5,175.95499999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-24,Black Sea Milling,165.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-23,2SRW,197.139071,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-23,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-23,HRW 12,209.081326,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-23,Argentine 12,213.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-23,French 11.5,169.87635,Wheat,Rouen,France,Europe,Flat,US$/Mt
2010-03-23,German 12.5,176.15,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2010-03-23,Black Sea Milling,165.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2010-03-20,2SRW,196.1285725,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-20,US White,182.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2010-03-20,HRW 12,208.346418,Wheat,Gulf,USA,North America,Flat,US$/Mt
2010-03-20,Argentine 12,213.25,Wheat,UpRiver,Argentina,South America,Flat,US$/Mt
2010-03-20,French 11.5,169.437555,Wheat,Rouen,France,Europe,Flat,US$/Mt
